"","account","subaccount","type","date","num","adj","name","memo","split","debit","credit","balance"
"4315","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-05,"71089",NA,"Cole Home Builders:Phase 1 - Lot 5","Tapestry (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",75,0,73432.84
"4316","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-05,"71089",NA,"Cole Home Builders:Phase 1 - Lot 5","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",97.2,0,73530.04
"4317","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-05,"71089",NA,"Cole Home Builders:Phase 1 - Lot 5","Tiffany Collection,Golden Baroque, 1-light lantern, medium base (100 watt max)","Accounts Receivable",96,0,73626.04
"4318","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-05,"71089",NA,"Cole Home Builders:Phase 1 - Lot 5","2032 Series, (3-60 watt, Med) Desert Stone Finish","Accounts Receivable",36,0,73662.04
"4319","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-05,"71089",NA,"Cole Home Builders:Phase 1 - Lot 5","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","Accounts Receivable",30,0,73692.04
"4320","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-05,"71089",NA,"Cole Home Builders:Phase 1 - Lot 5","18x8x10, Solid Brass, 3-60watt Medium Base, Satin Etched Glass","Accounts Receivable",65.19,0,73757.23
"4321","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-05,"71089",NA,"Cole Home Builders:Phase 1 - Lot 5","White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass","Accounts Receivable",45,0,73802.23
"4322","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-05,"71089",NA,"Cole Home Builders:Phase 1 - Lot 5","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",64.33,0,73866.56
"4323","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-05,"71089",NA,"Cole Home Builders:Phase 1 - Lot 5","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",70,0,73936.56
"4324","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-05,"71089",NA,"Cole Home Builders:Phase 1 - Lot 5","Fluorescent Lamp, T-12, Medium Bipin  (30pack)","Accounts Receivable",6.34,0,73942.9
"4325","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-05,"71089",NA,"Cole Home Builders:Phase 1 - Lot 5","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",23.75,0,73966.65
"4326","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-05,"71089",NA,"Cole Home Builders:Phase 1 - Lot 5","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",15,0,73981.65
"4327","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-12,"71079",NA,"Cole Home Builders:Phase 1 - Lot 5","BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)","Accounts Receivable",140,0,74121.65
"4328","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-12,"71079",NA,"Cole Home Builders:Phase 1 - Lot 5","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","Accounts Receivable",77.06,0,74198.71
"4329","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-12,"71079",NA,"Cole Home Builders:Phase 1 - Lot 5","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",35,0,74233.71
"4330","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-12,"71079",NA,"Cole Home Builders:Phase 1 - Lot 5","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",73.49,0,74307.2
"4331","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-12,"71079",NA,"Cole Home Builders:Phase 1 - Lot 5","Broadway Collection, Polished Brass, 6 Light (60 watt max)","Accounts Receivable",60,0,74367.2
"4332","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-12,"71079",NA,"Cole Home Builders:Phase 1 - Lot 5","Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass","Accounts Receivable",37,0,74404.2
"4333","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-12,"71079",NA,"Cole Home Builders:Phase 1 - Lot 5","Brushed Nickel, (3-60 watt, Med) Ribbed Glass","Accounts Receivable",60,0,74464.2
"4334","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-12,"71079",NA,"Cole Home Builders:Phase 1 - Lot 5","Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass","Accounts Receivable",100,0,74564.2
"4335","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-12,"71079",NA,"Cole Home Builders:Phase 1 - Lot 5","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",11.37,0,74575.57
"4336","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-12,"71079",NA,"Cole Home Builders:Phase 1 - Lot 5","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",70,0,74645.57
"4337","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-12,"71079",NA,"Cole Home Builders:Phase 1 - Lot 5","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",97.2,0,74742.77
"4338","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-12,"71079",NA,"Cole Home Builders:Phase 1 - Lot 5","Frosted Taupe (3/60 watt)  Marble Glass  ","Accounts Receivable",89.21,0,74831.98
"4339","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-12,"71079",NA,"Cole Home Builders:Phase 1 - Lot 5","Cand. Light, 20 watts (8 pack)","Accounts Receivable",36,0,74867.98
"4340","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-12,"71079",NA,"Cole Home Builders:Phase 1 - Lot 5","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",9.5,0,74877.48
"4341","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-12,"71079",NA,"Cole Home Builders:Phase 1 - Lot 5","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",12.5,0,74889.98
"4342","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-13,"71119",NA,"Kern Lighting Warehouse:Store #01","Golden Umber (100 watt)  Six Light Chandelier","Accounts Receivable",850,0,75739.98
"4343","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-13,"71119",NA,"Kern Lighting Warehouse:Store #01","Burnished Brass (60 watt)  w/Golden Umber Accents","Accounts Receivable",750,0,76489.98
"4344","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-16,"71076",NA,"Cole Home Builders:Phase 1 - Lot 5","Golden Umber (100 watt)  Six Light Chandelier","Accounts Receivable",85,0,76574.98
"4345","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-16,"71076",NA,"Cole Home Builders:Phase 1 - Lot 5","Tapestry (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",75,0,76649.98
"4346","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-16,"71076",NA,"Cole Home Builders:Phase 1 - Lot 5","Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass","Accounts Receivable",160,0,76809.98
"4347","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-16,"71076",NA,"Cole Home Builders:Phase 1 - Lot 5","Tapestry, (2-60 watt Med), Etched Cracked Glass, Finish 10","Accounts Receivable",60,0,76869.98
"4348","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-16,"71076",NA,"Cole Home Builders:Phase 1 - Lot 5","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",140,0,77009.98
"4349","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-16,"71076",NA,"Cole Home Builders:Phase 1 - Lot 5","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",22.74,0,77032.72
"4350","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-16,"71076",NA,"Cole Home Builders:Phase 1 - Lot 5","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",80,0,77112.72
"4351","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-16,"71076",NA,"Cole Home Builders:Phase 1 - Lot 5","White, 4.5x7.5, 1-100 watt Medium Base, Satin White Glass","Accounts Receivable",30,0,77142.72
"4352","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-16,"71076",NA,"Cole Home Builders:Phase 1 - Lot 5","Solid Brass, 4-light, 25x13x10.75, 4-60 watt, Medium Base, Satin Etched Glass","Accounts Receivable",19,0,77161.72
"4353","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-16,"71076",NA,"Cole Home Builders:Phase 1 - Lot 5","Acid Verde, 10x21x10, 2-60 watt cand.","Accounts Receivable",60,0,77221.72
"4354","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-16,"71076",NA,"Cole Home Builders:Phase 1 - Lot 5","BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)","Accounts Receivable",105,0,77326.72
"4355","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-16,"71076",NA,"Cole Home Builders:Phase 1 - Lot 5","Black Finish, Solid Brass, Clear Glass, Hanging, 2-60 watt max.","Accounts Receivable",38.44,0,77365.16
"4356","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-16,"71076",NA,"Cole Home Builders:Phase 1 - Lot 5","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",15,0,77380.16
"4357","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-16,"71076",NA,"Cole Home Builders:Phase 1 - Lot 5","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",47.5,0,77427.66
"4358","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-16,"71076",NA,"Cole Home Builders:Phase 1 - Lot 5","Cand. Light, 20 watts (8 pack)","Accounts Receivable",24,0,77451.66
"4359","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-16,"71115",NA,"Thompson Lighting Stores:Store #40","Acid Verde, 10x21x10, 2-60 watt cand.","Accounts Receivable",180,0,77631.66
"4360","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-16,"71115",NA,"Thompson Lighting Stores:Store #40","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","Accounts Receivable",154.13,0,77785.79
"4361","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-16,"71115",NA,"Thompson Lighting Stores:Store #40","Polished Brass Pendant, 1-100 watt Medium Base, Clear Ribbed Glass","Accounts Receivable",128,0,77913.79
"4362","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-16,"71115",NA,"Thompson Lighting Stores:Store #40","2032 Series, (3-60 watt, Med) Desert Stone Finish","Accounts Receivable",48,0,77961.79
"4363","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-16,"71115",NA,"Thompson Lighting Stores:Store #40","Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass","Accounts Receivable",74,0,78035.79
"4364","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-16,"71115",NA,"Thompson Lighting Stores:Store #40","Tapestry (8/60 watt)  Faux Alabaster Glass","Accounts Receivable",75,0,78110.79
"4365","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-16,"71115",NA,"Thompson Lighting Stores:Store #40","Frosted Taupe (3/60 watt)  Marble Glass  ","Accounts Receivable",89.21,0,78200
"4366","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-16,"71115",NA,"Thompson Lighting Stores:Store #40","Roman Bronze, 1-light Lantern, w/tail, (100 watt max)","Accounts Receivable",152,0,78352
"4367","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-16,"71115",NA,"Thompson Lighting Stores:Store #40","Domes, White, 59x21x6 5/8 ht, 120v HPF","Accounts Receivable",57,0,78409
"4368","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-16,"71115",NA,"Thompson Lighting Stores:Store #40","Flat Glass, (25 watt max) Polished Brass, 4 light","Accounts Receivable",60.61,0,78469.61
"4369","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-16,"71115",NA,"Thompson Lighting Stores:Store #40","Burnished Brass (60 watt)  w/Golden Umber Accents","Accounts Receivable",75,0,78544.61
"4370","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-16,"71115",NA,"Thompson Lighting Stores:Store #40","Pearl Nickle, 5 Light, Medium Base (100 watt max)","Accounts Receivable",200,0,78744.61
"4371","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-17,"71129",NA,"Kern Lighting Warehouse:Store #01","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",612.5,0,79357.11
"4372","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-17,"71129",NA,"Kern Lighting Warehouse:Store #01","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",489.94,0,79847.05
"4373","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-17,"71129",NA,"Kern Lighting Warehouse:Store #01","Pendant Bar, Textured White, 50lbs max","Accounts Receivable",269.23,0,80116.28
"4374","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-17,"71129",NA,"Kern Lighting Warehouse:Store #01","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",321.63,0,80437.91
"4375","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-17,"71129",NA,"Kern Lighting Warehouse:Store #01","Flat Glass, (25 watt max) Polished Brass, 4 light","Accounts Receivable",303.07,0,80740.98
"4376","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-17,"71129",NA,"Kern Lighting Warehouse:Store #01","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",1750,0,82490.98
"4377","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-17,"71129",NA,"Kern Lighting Warehouse:Store #01","Athena Collection, Pendant, Textured White, Med. Base, 100 watt max.","Accounts Receivable",1500,0,83990.98
"4378","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-17,"71129",NA,"Kern Lighting Warehouse:Store #01","Golden Umber (100 watt)  Six Light Chandelier","Accounts Receivable",2125,0,86115.98
"4379","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-24,"71097",NA,"Miscellaneous - Retail:Sean Martin","Black Finish, Solid Brass,Wall Mount w/Clear Glass (2x60watt max)","Accounts Receivable",400,0,86515.98
"4380","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-24,"71097",NA,"Miscellaneous - Retail:Sean Martin","Golden Umber (100 watt)  Six Light Chandelier","Accounts Receivable",170,0,86685.98
"4381","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-24,"71097",NA,"Miscellaneous - Retail:Sean Martin","Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass","Accounts Receivable",55.5,0,86741.48
"4382","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-24,"71097",NA,"Miscellaneous - Retail:Sean Martin","Domes, White, 59x21x6 5/8 ht, 120v HPF","Accounts Receivable",19,0,86760.48
"4383","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-24,"71097",NA,"Miscellaneous - Retail:Sean Martin","Drop Opal w/Solid Oak Frame, 49 1/2 x 17, 120v HPF","Accounts Receivable",21.44,0,86781.92
"4384","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-27,"71078",NA,"Cole Home Builders:Phase 1 - Lot 5","BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)","Accounts Receivable",140,0,86921.92
"4385","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-27,"71078",NA,"Cole Home Builders:Phase 1 - Lot 5","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","Accounts Receivable",77.06,0,86998.98
"4386","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-27,"71078",NA,"Cole Home Builders:Phase 1 - Lot 5","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",35,0,87033.98
"4387","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-27,"71078",NA,"Cole Home Builders:Phase 1 - Lot 5","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",73.49,0,87107.47
"4388","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-27,"71078",NA,"Cole Home Builders:Phase 1 - Lot 5","Broadway Collection, Polished Brass, 6 Light (60 watt max)","Accounts Receivable",60,0,87167.47
"4389","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-27,"71078",NA,"Cole Home Builders:Phase 1 - Lot 5","Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass","Accounts Receivable",37,0,87204.47
"4390","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-27,"71078",NA,"Cole Home Builders:Phase 1 - Lot 5","Brushed Nickel, (3-60 watt, Med) Ribbed Glass","Accounts Receivable",60,0,87264.47
"4391","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-27,"71078",NA,"Cole Home Builders:Phase 1 - Lot 5","Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass","Accounts Receivable",100,0,87364.47
"4392","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-27,"71078",NA,"Cole Home Builders:Phase 1 - Lot 5","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",11.37,0,87375.84
"4393","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-27,"71078",NA,"Cole Home Builders:Phase 1 - Lot 5","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",70,0,87445.84
"4394","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-27,"71078",NA,"Cole Home Builders:Phase 1 - Lot 5","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",97.2,0,87543.04
"4395","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-27,"71078",NA,"Cole Home Builders:Phase 1 - Lot 5","Frosted Taupe (3/60 watt)  Marble Glass  ","Accounts Receivable",89.21,0,87632.25
"4396","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-27,"71078",NA,"Cole Home Builders:Phase 1 - Lot 5","Cand. Light, 20 watts (8 pack)","Accounts Receivable",36,0,87668.25
"4397","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-27,"71078",NA,"Cole Home Builders:Phase 1 - Lot 5","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",9.5,0,87677.75
"4398","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-27,"71078",NA,"Cole Home Builders:Phase 1 - Lot 5","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",12.5,0,87690.25
"4399","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-31,"71077",NA,"Cole Home Builders:Phase 1 - Lot 5","BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)","Accounts Receivable",140,0,87830.25
"4400","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-31,"71077",NA,"Cole Home Builders:Phase 1 - Lot 5","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","Accounts Receivable",77.06,0,87907.31
"4401","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-31,"71077",NA,"Cole Home Builders:Phase 1 - Lot 5","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",35,0,87942.31
"4402","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-31,"71077",NA,"Cole Home Builders:Phase 1 - Lot 5","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",73.49,0,88015.8
"4403","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-31,"71077",NA,"Cole Home Builders:Phase 1 - Lot 5","Broadway Collection, Polished Brass, 6 Light (60 watt max)","Accounts Receivable",60,0,88075.8
"4404","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-31,"71077",NA,"Cole Home Builders:Phase 1 - Lot 5","Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass","Accounts Receivable",37,0,88112.8
"4405","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-31,"71077",NA,"Cole Home Builders:Phase 1 - Lot 5","Brushed Nickel, (3-60 watt, Med) Ribbed Glass","Accounts Receivable",60,0,88172.8
"4406","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-31,"71077",NA,"Cole Home Builders:Phase 1 - Lot 5","Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass","Accounts Receivable",100,0,88272.8
"4407","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-31,"71077",NA,"Cole Home Builders:Phase 1 - Lot 5","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",11.37,0,88284.17
"4408","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-31,"71077",NA,"Cole Home Builders:Phase 1 - Lot 5","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",70,0,88354.17
"4409","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-31,"71077",NA,"Cole Home Builders:Phase 1 - Lot 5","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",97.2,0,88451.37
"4410","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-31,"71077",NA,"Cole Home Builders:Phase 1 - Lot 5","Frosted Taupe (3/60 watt)  Marble Glass  ","Accounts Receivable",89.21,0,88540.58
"4411","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-31,"71077",NA,"Cole Home Builders:Phase 1 - Lot 5","Cand. Light, 20 watts (8 pack)","Accounts Receivable",36,0,88576.58
"4412","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-31,"71077",NA,"Cole Home Builders:Phase 1 - Lot 5","Specialty Bulbs, 100 watt (6 pack)","Accounts Receivable",9.5,0,88586.08
"4413","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-07-31,"71077",NA,"Cole Home Builders:Phase 1 - Lot 5","Specialty, Stage & Studio Bulbs  60 watt","Accounts Receivable",12.5,0,88598.58
"4414","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Bill",2018-08-01,"34566",NA,"Foster Lighting","In bound shipments","Accounts Payable",95,0,88693.58
"4415","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-08-07,"71098",NA,"Miscellaneous - Retail:Jann Minor","Acid Verde, 10x21x10, 2-60 watt cand.","Accounts Receivable",450,0,89143.58
"4416","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-08-07,"71098",NA,"Miscellaneous - Retail:Jann Minor","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",122.49,0,89266.07
"4417","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-08-07,"71098",NA,"Miscellaneous - Retail:Jann Minor","Chestnut (3/60 watt)  Marble Glass","Accounts Receivable",291.6,0,89557.67
"4418","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-08-10,"71090",NA,"Cole Home Builders:Phase 2 - Lot 5","BrassGuard Lanterns, Polished Brass, 1-light Wall, (100 watt max)","Accounts Receivable",140,0,89697.67
"4419","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-08-10,"71090",NA,"Cole Home Builders:Phase 2 - Lot 5","Die Cast Lanterns, Black, 1-100 watt, Medium Base, Clear Cracked Glass","Accounts Receivable",77.06,0,89774.73
"4420","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-08-10,"71090",NA,"Cole Home Builders:Phase 2 - Lot 5","Sunset, Clear Glass, 1-100 watt max.","Accounts Receivable",35,0,89809.73
"4421","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-08-10,"71090",NA,"Cole Home Builders:Phase 2 - Lot 5","Beveled Mirror, Etched Ribbed Glass (75 watt max)","Accounts Receivable",73.49,0,89883.22
"4422","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-08-10,"71090",NA,"Cole Home Builders:Phase 2 - Lot 5","Broadway Collection, Polished Brass, 6 Light (60 watt max)","Accounts Receivable",60,0,89943.22
"4423","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-08-10,"71090",NA,"Cole Home Builders:Phase 2 - Lot 5","Brushed Nickel, 18x7.75x6, 3-60 watt Medium Base, Satin Opal Glass","Accounts Receivable",37,0,89980.22
"4424","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-08-10,"71090",NA,"Cole Home Builders:Phase 2 - Lot 5","Brushed Nickel, (3-60 watt, Med) Ribbed Glass","Accounts Receivable",60,0,90040.22
"4425","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-08-10,"71090",NA,"Cole Home Builders:Phase 2 - Lot 5","Brushed Nickel, Pendant, 1-100 watt Medium Base, Satin Etched Glass","Accounts Receivable",100,0,90140.22
"4426","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-08-10,"71090",NA,"Cole Home Builders:Phase 2 - Lot 5","Pendant Bar, Cobblestone, 50lbs. max","Accounts Receivable",11.37,0,90151.59
"4427","Purchases  (Cost of Goods)","Purchases  (Cost of Goods)","Invoice",2018-08-10,"71090",NA,"Cole Home Builders:Phase 2 - Lot 5","Verona Collection, Pendant, Cobblestone, Etched Alabaster Glass, 150 watt max","Accounts Receivable",70,0,90221.59
